date,deaths_new,deaths_bid,deaths_new_dod,deaths_bid_dod,deaths_unvax,deaths_pvax,deaths_fvax,deaths_boost,deaths_tat,daily_partial,daily_full,daily_booster,daily_booster2,daily,daily_partial_adol,daily_full_adol,daily_booster_adol,daily_booster2_adol,daily_partial_child,daily_full_child,daily_booster_child,daily_booster2_child,cumul_partial,cumul_full,cumul_booster,cumul_booster2,cumul,cumul_partial_adol,cumul_full_adol,cumul_booster_adol,cumul_booster2_adol,cumul_partial_child,cumul_full_child,cumul_booster_child,cumul_booster2_child,pfizer1,pfizer2,pfizer3,pfizer4,sinovac1,sinovac2,sinovac3,sinovac4,astra1,astra2,astra3,astra4,sinopharm1,sinopharm2,sinopharm3,sinopharm4,cansino,cansino3,cansino4,pending1,pending2,pending3,pending4,cases_new,cases_import,cases_recovered,cases_active,cases_cluster,cases_unvax,cases_pvax,cases_fvax,cases_boost,cases_child,cases_adolescent,cases_adult,cases_elderly,cases_0_4,cases_5_11,cases_12_17,cases_18_29,cases_30_39,cases_40_49,cases_50_59,cases_60_69,cases_70_79,cases_80,cluster_import,cluster_religious,cluster_community,cluster_highRisk,cluster_education,cluster_detentionCentre,cluster_workplace
2021-12-20,43,8,41,3,15,2,24,0,3,3393,4773,141743,517,150426,1359,1707,33,0,8,6,2,0,26003440,25616938,4760701,12369,56194881,2695602,2610956,912,4,17258,12426,48,0,2791,3599,118748,397,537,785,21264,110,1,58,1654,10,64,114,73,0,216,0,0,0,1,4,0,2589,46,3810,52220,34,650,21,1821,97,458,99,1659,370,196,262,99,555,555,314,235,251,85,34,,,,,,,
2022-01-08,11,2,18,4,3,1,14,0,3,1275,1316,125301,532,128424,432,333,139,0,24,2,2,0,26055110,25690649,7748678,18056,59310491,2716795,2638988,2430,13,17448,12542,126,0,896,658,92363,387,334,498,9110,32,11,14,23637,112,34,40,73,1,106,1,0,0,0,117,0,3251,299,3161,39782,103,709,17,2184,341,467,156,2200,407,160,307,156,751,738,376,335,257,120,30,,,,,,,
2021-11-07,35,5,59,15,24,1,33,1,2,3747,14874,22718,68,41407,1193,7895,13,0,16,34,0,0,25788658,25074225,605458,2308,51285188,2623891,2326441,155,0,16261,11134,1,0,2463,11711,22279,67,1184,1592,421,1,0,1243,0,0,98,115,14,0,202,0,0,2,11,4,0,4343,9,5190,64626,124,1134,76,3073,60,711,150,2820,604,289,422,150,950,891,519,460,392,166,46,,,,,,,
2021-10-01,121,28,98,12,52,14,32,0,2,105852,143609,21,0,249482,86809,18019,0,0,270,17,0,0,24313270,21057527,284,0,45229920,1550788,87625,0,0,10961,1293,0,0,102345,87195,17,0,3274,19827,4,0,87,34957,0,0,138,1,0,0,1608,0,0,8,21,0,0,11889,14,15891,160417,868,3748,1504,6636,1,1985,982,7492,1293,832,1153,982,2632,2254,1443,1163,784,385,124,,,,,,,
2021-08-20,233,60,233,52,142,69,22,0,4,173525,342011,0,0,515536,897,769,0,0,17,20,0,0,18421190,12659869,0,0,31081001,37866,17158,0,0,839,346,0,0,65698,167856,0,0,98205,149016,0,0,9564,25080,0,0,0,1,0,0,1,0,0,58,57,0,0,23564,23,21448,257421,3031,12108,7212,4244,0,3350,1820,16011,1692,1290,2060,1820,6234,4637,3074,2066,1074,459,159,,,,,,,
2021-11-20,41,6,38,11,17,1,20,0,3,3205,6775,38492,118,48590,1413,2205,10,0,15,19,0,0,25878516,25424196,1554444,5759,52672196,2653271,2544602,302,3,16690,11886,4,0,2314,3941,36666,107,783,1829,1744,10,12,651,10,0,96,164,70,1,176,0,0,0,14,2,0,5859,19,4970,69488,156,1476,69,4189,125,1011,251,3846,730,378,633,251,1198,1225,795,628,458,210,62,,,,,,,
2021-08-06,160,24,358,90,220,115,23,0,3,205541,266155,0,0,471696,572,610,0,0,13,4,0,0,15702369,8446205,0,0,24148546,26198,8403,0,0,495,193,0,0,125903,93356,0,0,65141,157913,0,0,14477,14866,0,0,0,0,0,0,1,0,0,20,19,0,0,20889,13,16394,221398,2657,12084,6956,1849,0,2716,1331,14859,1364,1095,1621,1331,5679,4600,2855,1725,919,333,112,,,,,,,
2021-10-31,36,7,37,9,19,0,18,0,3,6557,44110,16999,78,67744,3161,29930,3,0,52,126,0,0,25740121,24830597,318782,1082,50707776,2607679,2170788,23,0,16051,10489,0,0,4824,36323,16947,78,1576,2232,42,0,1,5001,1,0,155,136,5,0,406,0,0,1,12,4,0,4979,23,6127,67972,121,1264,182,3510,23,855,194,3241,685,364,491,194,1038,1037,639,527,419,194,72,,,,,,,
2021-11-14,45,12,38,9,14,3,21,0,3,3591,11605,31552,75,46823,1291,6344,7,0,18,34,0,0,25838979,25301224,1074355,4023,52030192,2640256,2475443,228,2,16522,11594,4,0,2606,9004,30991,74,868,1755,528,1,4,248,14,0,113,175,18,0,420,0,0,0,3,1,0,5162,11,5019,65420,106,1249,83,3771,59,904,181,3256,783,362,542,181,1030,1067,662,497,482,229,72,,,,,,,
2021-11-06,54,12,42,10,21,1,20,0,3,5023,14078,25809,124,45034,1789,6564,16,0,27,75,0,0,25784709,25059351,582740,2240,51243781,2622696,2318546,142,0,16245,11100,1,0,3382,9098,25299,98,1426,1992,478,26,56,2550,1,0,155,205,27,0,229,0,0,4,4,4,0,4701,28,5382,65508,112,1240,116,3277,68,847,164,2999,686,352,495,164,983,977,588,451,414,204,68,,,,,,,
2021-07-26,207,14,269,64,179,80,10,0,3,343007,195808,0,0,538815,704,232,0,0,14,5,0,0,12439463,5870734,0,0,18310182,17546,4488,0,0,294,165,0,0,191838,35660,0,0,132928,147128,0,0,18176,12974,0,0,0,0,0,0,0,0,0,65,46,0,0,14516,3,9371,165842,2902,11040,2767,709,0,1948,932,9783,897,816,1132,932,3865,2909,1772,1237,597,232,68,,,,,,,
2022-01-11,27,9,9,1,5,0,4,0,4,2231,3343,252808,354,258736,927,1342,172,1,25,4,8,0,26061077,25699157,8334062,19070,59910810,2718875,2642248,2884,15,17536,12557,153,0,1826,2699,194624,265,349,464,11552,37,17,32,46584,52,38,65,40,0,80,5,0,1,3,3,0,3175,272,2977,39919,171,703,17,2114,341,503,231,2080,346,180,323,231,772,640,376,292,215,101,30,,,,,,,
2021-12-07,66,9,36,6,13,0,23,0,2,4792,7325,117612,399,130128,1788,2471,29,0,29,9,1,0,25957136,25550118,3196372,10149,54518628,2679765,2588898,592,3,17034,12285,15,0,3898,5556,94315,328,786,1168,22241,71,1,117,865,0,105,123,188,0,357,0,0,2,4,3,0,4965,29,4817,60413,138,1129,44,3645,147,763,229,3314,645,305,458,229,1111,1040,673,490,395,169,81,,,,,,,
2021-07-21,199,33,272,53,174,88,10,0,4,289267,170709,0,0,459976,732,202,0,0,10,17,0,0,10849272,5070332,0,0,15919589,13728,3458,0,0,235,149,0,0,124244,32551,0,0,144576,127818,0,0,20163,10329,0,0,0,0,0,0,0,0,0,284,11,0,0,11985,7,7902,137588,2149,9156,2247,582,0,1821,875,8059,910,743,1078,875,3168,2356,1438,1097,602,224,84,,,,,,,
2021-08-11,211,16,288,65,181,88,19,0,4,245288,275048,0,0,520336,922,634,0,0,32,7,0,0,16706137,9695648,0,0,26401744,29890,11162,0,0,597,228,0,0,101632,122882,0,0,99968,136405,0,0,43683,15701,0,0,0,0,0,0,5,0,0,5,55,0,0,20780,15,17973,233361,2659,12080,6611,2089,0,2889,1454,14537,1424,1113,1776,1454,5484,4454,2806,1793,948,363,113,,,,,,,
2021-10-16,88,26,72,12,28,5,39,0,3,16464,118294,3627,1,138386,11192,76635,0,0,84,754,0,0,25424278,22940700,21109,1,48220060,2433076,709256,0,0,14872,5679,0,0,14146,97606,3599,1,2066,5318,28,0,10,14558,0,0,241,74,0,0,708,0,0,1,30,0,0,7509,16,9531,96666,327,2152,581,4776,0,1244,468,4799,876,526,718,468,1684,1492,930,693,516,241,119,,,,,,,
2021-07-19,129,13,223,33,157,64,2,0,2,288969,154686,0,0,443655,555,227,0,0,7,4,0,0,10351361,4796070,0,0,15147416,12718,3133,0,0,219,130,0,0,129768,39138,0,0,137610,105177,0,0,21503,10193,0,0,0,1,0,0,0,0,0,88,177,0,0,10972,48,6439,128998,2480,8626,1854,492,0,1417,700,7999,709,622,795,700,3169,2390,1492,948,465,172,72,,,,,,,
2021-08-16,274,77,291,61,177,89,25,0,5,191494,335716,0,0,527210,1133,566,0,0,24,11,0,0,17643000,11249387,0,0,28892341,34202,14322,0,0,730,281,0,0,39501,180820,0,0,131839,129624,0,0,20095,25199,0,0,0,0,0,0,0,0,0,59,73,0,0,19740,19,17450,249280,3058,10590,6447,2703,0,2780,1372,13518,1357,1035,1745,1372,5247,4184,2452,1635,865,347,145,,,,,,,
2021-10-23,42,10,63,10,26,8,29,0,3,11991,100896,8386,1,121274,6745,81175,0,0,79,342,0,0,25602704,23999020,99680,4,49526284,2536103,1518807,1,0,15437,8564,0,0,10080,89413,8374,1,1713,3986,9,0,4,6773,2,0,187,98,1,0,592,0,0,7,34,0,0,5828,7,9178,77308,256,1610,370,3840,8,1042,286,3711,740,428,614,286,1163,1230,765,553,451,218,71,,,,,,,
2021-12-05,40,10,38,4,15,0,22,1,3,1760,3432,52202,130,57524,613,1094,13,0,20,15,1,0,25946490,25535753,2988174,9443,54285633,2675947,2584128,544,3,16988,12263,12,0,1240,2152,41885,105,426,741,9397,23,6,2,800,1,88,115,115,1,422,0,0,0,0,5,0,4298,23,4928,62001,136,1015,38,3095,150,734,184,2866,509,281,453,184,1008,898,535,425,330,130,49,,,,,,,
2021-10-24,46,12,58,16,26,6,26,0,3,11469,112265,8627,1,132362,5909,92606,0,0,60,262,0,0,25615073,24111285,108307,5,49658646,2542019,1611413,1,0,15497,8826,0,0,9239,101923,8618,1,2045,2742,1,0,12,6577,1,0,167,90,0,0,900,7,0,6,33,0,0,5666,20,6978,75950,148,1595,337,3718,16,1072,293,3543,733,446,626,293,1136,1181,681,545,437,217,79,,,,,,,
2021-12-30,34,11,27,4,15,2,10,0,2,3497,5134,201705,402,210738,1622,1948,68,1,4,4,6,0,26032914,25660671,6154059,15401,57662777,2707189,2627768,1322,6,17327,12481,87,0,3000,4054,165061,328,448,725,18763,46,8,69,17828,28,40,115,44,0,171,3,0,1,0,6,0,3997,366,3984,41667,87,880,19,2797,301,578,182,2674,546,222,356,182,925,834,492,423,353,153,40,,,,,,,
2021-07-25,92,8,303,56,204,92,7,0,2,292629,125179,0,0,417808,851,121,0,0,10,3,0,0,12096456,5674926,0,0,17771367,16842,4256,0,0,280,160,0,0,138221,26969,0,0,136239,87794,0,0,18137,10334,0,0,0,0,0,0,0,0,0,32,82,0,0,17045,6,9683,160904,3134,12517,3618,910,0,2068,1045,12076,1074,860,1208,1045,4629,3715,2340,1392,747,255,72,,,,,,,
2021-11-10,59,10,40,4,20,0,20,0,3,8238,40143,87629,305,136315,3058,26577,3,0,30,58,1,0,25813132,25192315,832657,3175,51654634,2631689,2406906,178,0,16384,11345,2,0,6634,35764,86885,303,1408,2783,727,2,4,858,0,0,189,299,13,0,429,0,0,3,10,4,0,6243,24,5068,62893,247,1479,147,4536,81,1015,207,4208,812,395,620,207,1332,1451,833,592,528,215,69,,,,,,,
2021-11-24,37,9,43,9,13,0,30,0,3,5435,9146,128639,336,143556,1633,2946,19,0,27,22,2,0,25897735,25462407,1932713,6792,53108703,2659201,2559962,361,3,16775,12042,6,0,4203,6868,124014,319,866,1734,4511,17,201,169,18,0,165,311,92,0,58,0,0,0,6,4,0,5755,23,5082,69262,175,1420,73,4116,146,950,227,3798,745,350,600,227,1245,1188,808,557,468,194,83,,,,,,,
2021-07-15,110,15,210,36,153,54,3,0,2,317950,161424,0,0,479374,590,171,0,0,4,1,0,0,9260949,4269859,0,0,13530794,9733,2370,0,0,200,125,0,0,101684,36309,0,0,192734,125064,0,0,23407,32,0,0,0,0,0,0,0,0,0,125,19,0,0,13215,13,6095,108370,2828,10827,1876,512,0,1743,907,9270,796,748,995,907,3711,2762,1677,1120,542,187,67,,,,,,,
2021-12-01,49,12,31,6,10,2,19,0,3,4870,8674,133482,360,147386,1973,2832,20,0,21,15,0,0,25930077,25510653,2614147,8517,53870462,2669613,2575425,464,3,16893,12191,8,0,3952,6085,120483,301,811,1421,12369,57,0,140,514,1,107,183,111,1,839,1,0,0,6,4,0,5439,21,6803,63741,110,1363,53,3900,123,891,197,3668,645,338,553,197,1172,1183,767,546,387,197,61,,,,,,,
2021-09-23,116,29,148,38,92,25,31,0,4,139345,209201,2,0,348548,95091,1516,0,0,653,17,0,0,23107210,19759414,212,0,42741616,592035,43664,0,0,5083,1066,0,0,131364,159284,0,0,7723,26459,2,0,58,21264,0,0,200,0,0,0,2177,0,0,0,17,0,0,13754,4,16628,198288,1111,5122,2240,6392,0,2354,1098,8850,1371,902,1452,1098,3120,2672,1763,1295,852,383,136,,,,,,,
2021-10-18,72,9,69,17,32,5,32,0,3,33121,175027,9232,0,217380,21281,130262,0,0,82,257,0,0,25476965,23238748,33073,1,48580243,2466446,928304,0,0,15000,6334,0,0,29736,158073,9199,0,3030,5741,32,0,15,9806,1,0,330,88,0,0,1264,0,0,10,55,0,0,5434,5,8435,90444,356,1441,440,3553,0,892,317,3497,700,388,504,317,1164,1131,675,527,422,194,84,,,,,,,
2021-09-17,387,64,190,28,87,43,60,0,7,81272,182604,6,0,263882,32513,1075,0,0,399,19,0,0,22444561,18626073,198,0,40966954,210977,35847,0,0,2145,940,0,0,69820,104456,1,0,10847,52124,5,0,605,22497,0,0,0,0,0,0,3497,0,0,0,30,0,0,17577,3,22970,221343,1742,6503,3810,7264,0,2590,1417,11621,1668,1027,1563,1417,4322,3525,2243,1531,1037,450,181,,,,,,,
2021-08-28,252,31,238,62,146,58,34,0,3,163673,210809,0,0,374482,1614,500,0,0,27,9,0,0,19765079,14807243,0,0,34561894,46480,21942,0,0,1038,481,0,0,104188,108314,0,0,46651,76945,0,0,12830,18525,0,0,0,0,0,0,6986,0,0,4,39,0,0,22597,12,19492,268552,2551,10424,6856,5317,0,3188,1717,14876,1835,1262,1926,1717,5583,4539,2941,1813,1177,479,179,,,,,,,
2021-12-14,48,12,33,3,12,1,19,1,3,4158,5669,156940,107,166874,1531,1737,24,0,14,9,3,0,25984109,25589754,3982133,11266,55370250,2688970,2602386,769,4,17166,12374,33,0,3459,4191,132826,81,633,908,22237,24,2,149,1745,2,61,142,69,0,279,0,0,3,0,63,0,4097,18,4301,57676,152,950,43,2966,138,633,159,2771,511,253,380,159,884,921,566,400,312,149,50,,,,,,,
2021-08-12,318,93,294,56,164,103,27,0,5,218728,334331,0,0,553059,765,499,0,0,22,10,0,0,16924867,10029979,0,0,26954803,30655,11661,0,0,619,238,0,0,85252,166549,0,0,95954,146371,0,0,37465,21361,0,0,0,0,0,0,2,0,0,57,48,0,0,21668,58,17687,237024,2544,12208,7016,2444,0,2923,1507,15101,1524,1207,1716,1507,5951,4580,2727,1843,991,392,141,,,,,,,
2021-08-24,211,40,187,66,112,52,23,0,3,170595,276943,0,0,447538,1048,608,0,0,17,16,0,0,19081247,13834676,0,0,32915852,41463,19675,0,0,933,425,0,0,105109,183337,0,0,53201,70405,0,0,12278,23130,0,0,0,0,0,0,1,0,0,7,70,0,0,20837,22,18613,262717,2514,10597,6293,3947,0,2956,1616,14024,1520,1123,1833,1616,5633,4140,2602,1649,972,421,127,,,,,,,
2021-12-03,17,4,46,11,16,3,27,0,2,4521,7307,117870,269,129967,1755,2414,31,0,24,19,0,0,25940571,25527458,2871946,9162,54155775,2673655,2581345,515,3,16952,12242,10,0,3531,5314,100868,213,857,1301,16687,56,0,120,176,0,133,388,135,0,184,0,0,0,0,4,0,5551,23,5301,62487,179,1312,46,4044,149,916,304,3683,626,359,557,304,1270,1154,737,522,411,167,48,,,,,,,
2021-12-04,36,8,42,8,16,2,24,0,3,3294,4863,64026,151,72334,1678,1689,16,0,16,6,1,0,25944308,25532321,2935972,9313,54228109,2675333,2583034,531,3,16968,12248,11,0,2633,3000,48712,93,534,1158,14333,54,9,81,865,4,118,181,114,0,443,0,0,0,0,2,0,4896,18,4676,62671,159,1141,56,3532,167,830,211,3298,537,330,500,211,1120,1030,648,500,327,158,52,,,,,,,
2021-08-09,212,16,305,64,204,89,12,0,3,203675,285056,0,0,488731,528,550,0,0,17,8,0,0,16283595,9218576,0,0,25502137,27884,10296,0,0,535,213,0,0,98963,128755,0,0,66888,136500,0,0,37755,19759,0,0,0,0,0,0,4,0,0,69,38,0,0,17236,29,15187,227233,2392,9999,5578,1659,0,2300,1209,11882,1182,912,1388,1209,4568,3568,2262,1484,784,276,122,,,,,,,
2021-08-07,210,34,334,71,213,104,17,0,4,205100,247478,0,0,452578,652,761,0,0,13,10,0,0,15907470,8693683,0,0,24601124,26850,9164,0,0,508,203,0,0,110256,89149,0,0,72477,143732,0,0,22309,14564,0,0,0,0,0,0,1,0,0,58,32,0,0,19257,16,16322,224123,2771,11158,6376,1723,0,2505,1383,13341,1433,1025,1480,1383,5074,4025,2601,1641,925,384,124,,,,,,,
2021-11-29,61,15,41,5,16,0,24,1,3,4677,7279,100387,301,112644,1746,2336,21,0,15,27,0,0,25918959,25492754,2355394,7829,53583414,2665820,2569753,424,3,16854,12148,8,0,3864,5223,93177,271,669,1485,6656,29,40,277,401,1,104,145,148,0,148,1,0,0,1,4,0,4087,21,4984,65498,182,1030,37,2935,85,692,202,2626,546,271,421,202,878,776,551,421,331,163,52,,,,,,,
2021-10-04,76,15,92,15,45,9,38,0,2,130194,106832,122,0,237148,111715,5301,0,0,508,28,0,0,24640014,21414822,419,0,45910010,1832337,127500,0,0,12055,1365,0,0,126152,63203,120,0,3746,14795,2,0,149,27283,0,0,142,0,0,0,1536,0,0,5,15,0,0,8075,6,15456,142864,731,2641,1091,4343,0,1315,636,5063,979,517,798,636,1845,1493,945,780,594,291,94,,,,,,,
2021-10-02,109,33,131,30,68,12,51,0,2,92890,131399,6,0,224295,82162,19355,0,0,269,19,0,0,24407935,21188926,290,0,45454215,1632957,106980,0,0,11230,1312,0,0,89376,76861,5,0,3276,19584,1,0,119,33150,0,0,116,0,0,0,1775,0,0,3,29,0,0,10915,7,15396,155827,656,3650,1329,5936,0,1869,941,6802,1200,716,1153,941,2386,2062,1330,1024,728,348,124,,,,,,,
2021-10-07,132,26,94,19,49,13,32,0,3,110200,95310,67,0,205577,91599,18385,0,0,331,176,0,0,24998862,21723355,634,0,46570818,2128066,159994,0,0,13194,1631,0,0,106109,56826,67,0,3854,10946,0,0,22,25424,0,0,210,0,0,0,2101,0,0,5,13,0,0,9890,18,12884,129053,697,3029,1147,5714,0,1665,773,6175,1215,666,999,773,2145,1887,1224,919,691,361,163,,,,,,,
2021-08-23,174,21,273,57,175,71,27,0,3,162854,256587,0,0,419441,845,563,0,0,20,11,0,0,18910651,13557733,0,0,32468314,40415,19067,0,0,916,409,0,0,102078,156559,0,0,49371,74513,0,0,11390,25498,0,0,0,0,0,0,0,0,0,15,17,0,0,17672,8,19053,260704,2010,9058,5208,3406,0,2603,1374,11768,1491,1041,1562,1374,4400,3461,2332,1575,927,397,167,,,,,,,
2021-11-04,64,16,51,11,15,4,32,0,3,3124,19711,21434,77,44346,1116,11426,21,0,21,66,0,0,25773379,25013227,508465,1953,51112169,2619128,2293789,98,0,16186,10889,1,0,2249,15831,21217,77,751,1789,215,0,0,1570,0,0,124,272,1,0,242,0,0,0,7,1,0,5713,32,5865,66947,162,1444,156,4060,53,1004,191,3734,734,389,615,191,1187,1258,724,565,432,216,86,,,,,,,
2021-10-09,74,27,74,14,40,3,31,0,3,41138,110924,22,0,152084,32362,28992,0,0,211,300,0,0,25119274,21942612,1269,0,46907884,2222576,218865,0,0,13655,2207,0,0,38162,61614,4,0,2733,13421,18,0,78,34355,0,0,164,23,0,0,1466,0,0,1,45,0,0,8743,14,14422,120249,621,2600,951,5192,0,1603,720,5276,1075,638,965,720,1858,1641,965,812,597,336,142,,,,,,,
2021-09-30,192,47,130,30,73,18,39,0,3,171624,172571,17,0,344212,144384,11752,0,0,526,49,0,0,24205810,20913918,263,0,44980438,1463977,69606,0,0,10691,1276,0,0,165920,121913,14,0,5273,25934,3,0,287,20779,0,0,143,0,0,0,3860,0,0,1,85,0,0,12735,17,17725,164540,764,4141,1694,6900,0,2155,1134,7954,1330,860,1295,1134,2809,2429,1521,1195,816,389,125,,,,,,,
2022-01-14,12,2,11,0,4,1,6,0,2,1817,2398,235624,371,240210,801,861,254,2,26,1,10,0,26067638,25708692,9091596,20040,60685013,2721350,2645993,3614,18,17588,12572,176,0,1520,1801,172516,263,251,433,12463,45,30,36,50254,60,15,37,39,0,91,351,2,1,0,1,1,3346,267,3052,40564,158,748,22,2222,354,478,209,2301,336,186,292,209,950,666,396,289,228,83,25,,,,,,,
2021-12-16,37,4,27,7,13,0,13,1,2,4474,6690,166403,120,177687,1857,2345,33,0,24,9,3,0,25993480,25602300,4313398,11474,55723004,2692504,2606473,827,4,17220,12401,38,0,3768,5285,142743,83,592,888,21607,34,5,108,1758,3,109,149,113,0,260,3,0,0,0,179,0,4262,36,4985,56231,125,951,29,3110,172,624,142,2927,521,254,370,142,1011,949,572,395,343,132,46,,,,,,,
2021-08-31,282,98,256,63,162,51,43,0,6,129502,158548,0,0,288050,1324,565,0,0,21,22,0,0,20260753,15340315,0,0,35576066,50908,23387,0,0,1119,531,0,0,103965,70667,0,0,16751,64290,0,0,8730,21010,0,0,0,0,0,0,2566,0,0,56,15,0,0,20897,1,18465,267868,1454,9490,5831,5576,0,2947,1683,14057,1760,1188,1759,1683,5416,4150,2723,1768,1098,501,161,,,,,,,
2021-10-17,63,11,72,8,35,7,30,0,4,17050,123021,2732,0,142803,12080,88786,0,0,46,398,0,0,25442580,23063721,23841,1,48362863,2445159,798042,0,0,14918,6077,0,0,15296,108151,2730,0,1557,4929,2,0,3,8632,0,0,194,40,0,0,1252,0,0,0,17,0,0,6145,12,9231,93517,402,1794,500,3851,0,1117,365,3836,773,459,658,365,1302,1197,734,603,484,200,89,,,,,,,
2021-12-02,47,12,44,12,12,2,30,0,2,5543,9498,139929,376,155346,2286,3506,20,0,33,32,2,0,25935866,25520151,2754076,8893,54025808,2671900,2578931,484,3,16926,12223,10,0,4592,7331,124259,323,836,1478,15279,49,2,218,281,3,113,224,107,1,246,2,0,0,1,1,0,5806,11,7246,62254,339,1320,38,4277,171,950,304,3875,643,344,606,304,1279,1207,779,610,410,174,59,,,,,,,
2022-01-03,28,4,20,2,5,0,12,3,3,2876,4188,207128,388,214580,1475,1654,119,3,20,5,4,0,26041141,25672082,6674665,16430,58203411,2710686,2632248,1599,12,17357,12498,108,0,2464,3329,174366,328,375,598,11900,45,13,13,20796,15,24,80,59,0,166,1,0,0,2,6,0,2690,300,3535,39739,55,538,20,1861,271,349,135,1816,376,151,198,135,618,550,341,307,244,100,32,,,,,,,
2021-09-14,463,108,194,50,99,48,47,0,23,78462,190044,3,0,268509,6282,900,0,0,27,18,0,0,22211743,18089043,185,0,40207403,151486,33127,0,0,1483,880,0,0,60423,108573,0,0,17317,56849,3,0,720,18906,0,0,0,0,0,0,5698,0,0,2,18,0,0,15669,17,18053,225280,1041,5991,3516,6162,0,2541,1318,10104,1476,1022,1519,1318,3693,3044,1931,1436,906,409,161,,,,,,,
2021-09-26,278,99,127,32,68,28,31,0,5,121200,162736,7,0,283943,94196,1523,0,0,635,27,0,0,23477675,20249734,226,0,43597000,865941,48037,0,0,8046,1156,0,0,115052,112752,6,0,5634,24306,1,0,465,23826,0,0,49,0,0,0,1840,0,0,0,12,0,0,13104,8,20971,183293,825,4409,2035,6660,0,2128,1140,8275,1398,907,1221,1140,3074,2496,1502,1203,856,404,138,,,,,,,
2021-08-17,293,44,253,65,166,67,20,0,4,199564,350653,0,0,550217,890,685,0,0,37,10,0,0,17842568,11600040,0,0,29442558,35092,15007,0,0,767,291,0,0,36159,198158,0,0,143756,128525,0,0,19594,23895,0,0,0,0,0,0,4,0,0,55,71,0,0,19631,7,16467,252151,2265,10674,6212,2745,0,2816,1424,13425,1442,1113,1703,1424,5107,4208,2503,1607,925,373,144,,,,,,,
2021-08-27,339,99,236,55,142,70,24,0,8,159839,218478,0,0,378317,1134,558,0,0,15,14,0,0,19594420,14596434,0,0,34187412,44840,21442,0,0,1009,472,0,0,101968,128305,0,0,47349,67180,0,0,10514,21567,0,0,0,0,0,0,1392,0,0,8,34,0,0,22070,15,21877,265699,2126,10533,6492,5045,0,2973,1649,15043,1739,1186,1787,1649,5759,4550,2963,1771,1149,443,147,,,,,,,
2021-11-30,55,8,34,8,10,0,22,2,3,4838,9225,125271,328,139662,1804,2840,20,0,17,28,0,0,25924368,25501979,2480665,8157,53723076,2667636,2572593,444,3,16871,12176,8,0,4022,6707,117490,297,716,1575,7360,31,0,157,305,0,100,213,114,0,571,0,0,0,2,2,0,4879,24,5168,65154,97,1123,55,3597,104,787,209,3290,583,308,479,209,1072,974,708,536,358,165,60,,,,,,,
2021-12-06,38,8,42,7,13,0,29,0,3,4934,7040,90586,307,102867,2029,2299,19,0,17,13,2,0,25951987,25542793,3078760,9750,54388500,2677976,2586427,563,3,17005,12276,14,0,4044,4926,70766,245,738,1258,18859,59,0,143,746,1,130,150,204,2,563,0,0,22,0,11,0,4262,15,5894,60331,97,1034,38,3059,131,707,185,2804,542,289,418,185,952,867,560,425,352,141,49,,,,,,,
2021-09-15,422,92,211,47,123,44,44,0,7,74774,199722,6,0,274502,7268,899,0,0,35,20,0,0,22290230,18288765,191,0,40481905,158776,34026,0,0,1518,900,0,0,60596,116410,2,0,13107,58255,4,0,1069,21338,0,0,0,0,0,0,3713,0,0,2,6,0,0,19495,11,18760,225593,1389,7515,3521,8459,0,3201,1712,12409,1952,1280,1921,1712,4502,3796,2412,1699,1216,544,192,,,,,,,
2022-01-13,12,0,21,4,11,1,8,1,2,2247,3666,266390,347,272650,874,1466,237,1,14,7,6,0,26065730,25706294,8855972,19669,60444803,2720545,2645132,3360,16,17562,12571,166,0,1892,2984,205698,279,302,447,11880,23,27,30,48674,45,25,82,21,0,116,93,0,1,7,24,0,3684,321,3292,40282,150,801,16,2471,396,598,211,2482,370,209,389,211,893,812,442,335,242,95,33,,,,,,,
2021-11-15,53,11,44,9,16,2,24,2,3,6251,27796,72454,298,106799,1972,18020,16,0,39,72,0,0,25845771,25329020,1146809,4321,52136991,2642230,2493463,244,2,16561,11666,4,0,4747,23764,70865,291,1013,2494,1514,6,349,684,11,0,142,230,34,0,541,0,0,0,83,30,1,5143,13,4551,65959,151,1269,65,3746,63,863,195,3381,677,340,523,195,1210,1029,624,518,431,175,71,,,,,,,
2021-11-19,45,7,45,4,24,2,18,1,2,6899,18027,84104,307,109337,2525,9389,17,0,41,56,0,0,25875135,25417421,1515952,5641,52623606,2651851,2542397,292,3,16674,11867,4,0,5591,14568,82069,293,1140,2386,1954,12,11,281,12,0,154,300,65,1,485,0,0,3,7,4,1,6355,31,5031,68640,168,1640,74,4520,121,1171,228,4193,728,468,703,228,1397,1282,863,651,479,197,52,,,,,,,
2021-10-28,95,24,55,8,22,0,33,0,3,19878,120989,53144,589,194600,10305,94900,6,0,93,223,0,0,25709075,24649893,234873,609,50413316,2593345,2038492,13,0,15829,9993,0,0,17632,110528,52972,586,1967,5792,115,1,7,3124,6,0,257,197,43,0,1316,0,0,15,32,8,2,6377,32,6637,71361,231,1748,279,4331,19,1138,289,4081,828,456,682,289,1438,1282,768,593,480,248,100,,,,,,,
